listing_id,zone,property_type,size_m2,bedrooms,bathrooms,age_years,floor,has_elevator,distance_to_business_km,distance_to_transit_km,view_quality,noise_level,has_security,has_pool,has_gym,has_social,furnished,balcony,garden,parking_spaces,pet_friendly,rent_price_gtq,price_per_m2,age_bucket,is_premium_zone
582,Zona 14,Apartamento,83,3,3,4,7,1,0.2,1.42,3,4,1,1,1,0,0,0,0,1,0,12948.92,156.01,0-5,1
583,Zona 18,Apartamento,50,2,2,22,7,1,6.31,2.65,1,4,0,0,0,0,0,1,0,1,1,3405.53,68.11,16-30,0
584,Zona 14,Apartamento,48,2,1,2,1,1,1.88,0.99,3,3,1,0,1,1,0,1,0,2,0,7972.67,166.1,0-5,1
585,Zona 14,Apartamento,79,3,3,0,10,1,2.19,1.81,1,5,1,1,1,1,0,0,0,1,0,12152.31,153.83,0-5,1
586,Zona 13,Apartamento,81,3,3,11,6,1,2.85,2.28,1,5,1,1,0,1,0,1,1,1,1,9230.95,113.96,6-15,0
587,Zona 14,Apartamento,56,2,1,0,15,1,1.59,2.76,5,1,1,0,0,1,0,0,1,2,0,10785.49,192.6,0-5,1
588,Zona 14,Apartamento,56,2,1,10,18,1,1.44,3.62,2,3,1,1,1,1,0,1,0,1,0,9238.9,164.98,6-15,1
589,Zona 16,Casa,198,6,5,18,0,0,4.62,2.48,2,4,1,0,1,0,0,0,1,1,1,19339.55,97.67,16-30,0
590,Carretera al Salvador,Casa,123,4,3,20,0,0,8.73,2.72,3,2,0,1,0,1,0,1,1,1,0,11566.45,94.04,16-30,0
591,Zona 4,Apartamento,94,3,2,16,6,1,1.78,1.1,2,5,1,0,1,1,0,1,0,0,1,10397.11,110.61,16-30,0
592,Zona 14,Apartamento,73,3,3,15,18,1,0.96,0.46,3,3,1,1,1,1,0,1,0,0,0,11458.19,156.96,6-15,1
593,Zona 10,Apartamento,86,3,3,12,18,1,1.06,1.43,1,5,1,1,0,1,0,0,0,1,0,11207.82,130.32,6-15,1
594,Zona 10,Apartamento,100,4,3,16,3,1,1.61,2.41,1,5,1,0,1,1,0,1,0,0,0,11838.76,118.39,16-30,1
595,Zona 10,Apartamento,89,3,2,10,2,1,0.2,1.36,3,3,1,1,0,0,0,1,0,1,0,12887.33,144.8,6-15,1
596,Carretera al Salvador,Casa,122,3,2,14,0,0,7.42,2.74,5,1,0,1,1,0,1,0,1,2,0,13339.32,109.34,6-15,0
597,Zona 15,Casa,71,2,1,9,0,0,2.46,1.17,3,3,1,0,0,1,0,1,1,0,1,9171.77,129.18,6-15,1
598,Zona 18,Casa,119,3,3,19,0,0,5.35,4.54,3,3,0,0,0,0,0,1,0,1,1,7689.05,64.61,16-30,0
599,Zona 10,Apartamento,48,2,1,24,11,1,1.02,1.11,3,3,0,1,0,1,0,1,0,2,0,6747.46,140.57,16-30,1
600,Zona 13,Apartamento,78,3,3,17,5,1,2.32,4.28,3,3,1,0,0,0,0,1,1,0,1,9138.65,117.16,16-30,0
601,Zona 10,Apartamento,51,2,2,18,11,1,0.2,2.18,1,5,1,1,1,1,1,0,0,0,1,7230.08,141.77,16-30,1
602,Zona 4,Apartamento,110,4,3,9,1,1,1.51,2.47,1,5,1,1,1,1,1,0,0,1,1,11883.46,108.03,6-15,0
603,Zona 10,Apartamento,62,2,1,16,3,1,0.52,1.2,2,5,1,1,0,1,0,0,0,1,1,8784.31,141.68,16-30,1
604,Zona 5,Apartamento,59,2,2,19,4,1,2.26,4.92,3,3,1,1,1,0,0,1,1,1,0,5769.47,97.79,16-30,0
605,Zona 10,Apartamento,95,3,3,3,14,1,0.2,0.2,1,4,1,0,1,1,1,1,0,0,0,14325.97,150.8,0-5,1
606,Zona 15,Apartamento,114,4,4,5,1,1,2.64,0.75,5,1,1,0,1,1,0,1,1,0,1,17117.26,150.15,0-5,1
607,Zona 13,Apartamento,103,4,3,21,2,1,4.09,1.61,2,3,1,0,1,1,0,1,1,0,1,10842.82,105.27,16-30,0
608,Zona 15,Apartamento,89,3,2,23,2,1,1.93,3.48,5,1,1,1,1,1,1,0,1,0,1,12356.14,138.83,16-30,1
609,Carretera al Salvador,Apartamento,92,3,2,16,10,1,7.43,1.38,3,3,0,0,0,0,0,1,0,1,1,9640.16,104.78,16-30,0
610,Zona 14,Apartamento,93,3,2,6,16,1,0.2,0.63,4,1,1,1,1,1,0,0,0,2,0,16989.04,182.68,6-15,1
611,Zona 7,Casa,70,2,1,15,0,0,4.16,1.51,5,1,0,1,0,1,0,1,0,1,1,6080.98,86.87,6-15,0
612,Zona 4,Apartamento,72,3,2,20,6,1,1.97,0.2,1,5,1,0,1,0,0,1,0,1,1,7320.2,101.67,16-30,0
613,Carretera al Salvador,Casa,143,4,3,14,0,0,9.21,2.33,4,3,1,1,1,0,0,1,0,1,0,14034.44,98.14,6-15,0
614,Zona 15,Apartamento,99,4,3,6,6,1,2.88,1.08,3,3,1,1,1,0,1,1,1,1,0,14200.34,143.44,6-15,1
615,Zona 16,Apartamento,71,3,4,11,8,1,4.52,3.04,1,4,1,0,0,1,1,1,1,1,1,8917.33,125.6,6-15,0
616,Zona 9,Apartamento,95,3,2,10,7,1,1.03,0.63,2,4,1,1,1,1,0,0,0,0,1,11223.95,118.15,6-15,0
617,Zona 7,Casa,110,3,2,15,0,0,5.62,1.26,2,5,0,0,0,1,1,0,0,2,0,7832.04,71.2,6-15,0
618,Zona 16,Casa,89,3,1,4,0,0,3.63,1.17,2,3,1,0,1,0,1,1,0,2,0,10635.15,119.5,0-5,0
619,Zona 16,Casa,215,6,5,3,0,0,2.32,1.43,1,4,1,0,0,1,0,0,0,2,0,22772.85,105.92,0-5,0
620,Zona 10,Apartamento,74,3,2,2,4,1,1.1,1.65,1,5,1,0,1,1,0,1,0,0,0,9841.93,133.0,0-5,1
621,Zona 10,Apartamento,112,4,3,10,16,1,0.44,1.72,1,5,1,1,1,1,0,1,0,1,0,15069.25,134.55,6-15,1
622,Zona 10,Apartamento,100,4,4,14,5,1,0.56,0.56,4,2,1,1,0,1,0,1,1,0,0,15366.83,153.67,6-15,1
623,Zona 14,Apartamento,49,2,2,11,7,1,0.92,1.08,2,4,1,0,1,1,0,0,0,0,1,7169.72,146.32,6-15,1
624,Zona 13,Apartamento,100,4,3,32,8,1,3.54,1.63,1,5,1,0,0,1,0,1,0,1,1,9517.76,95.18,30+,0
625,Zona 13,Apartamento,95,3,3,20,9,1,2.68,1.78,1,5,0,0,0,1,1,0,0,1,0,9659.65,101.68,16-30,0
626,Zona 4,Apartamento,66,2,2,9,2,1,2.44,1.46,2,4,0,1,1,1,0,0,0,0,1,8061.03,122.14,6-15,0
627,Zona 15,Casa,129,4,1,21,0,0,2.8,2.95,4,3,1,0,1,1,0,1,0,1,1,15271.57,118.38,16-30,1
628,Zona 10,Apartamento,36,1,1,38,18,1,1.48,1.19,1,4,1,0,0,1,0,1,0,1,0,4475.94,124.33,30+,1
629,Zona 10,Apartamento,66,2,1,29,15,1,1.85,2.04,1,3,1,0,0,1,0,0,0,0,1,7560.72,114.56,16-30,1
630,Carretera al Salvador,Casa,130,4,3,21,0,0,7.08,0.66,2,3,1,0,0,0,0,0,1,2,0,11778.35,90.6,16-30,0
631,Zona 10,Apartamento,41,1,1,2,18,1,1.99,0.2,4,4,1,1,1,0,1,1,0,2,1,7617.94,185.8,0-5,1
632,Zona 10,Apartamento,59,2,2,16,10,1,0.2,0.2,3,1,1,1,0,0,0,0,0,1,1,8919.74,151.18,16-30,1
633,Zona 4,Apartamento,80,3,1,21,4,1,2.06,3.39,3,3,1,0,0,1,0,0,0,0,0,8780.96,109.76,16-30,0
634,Carretera al Salvador,Casa,132,4,3,33,0,0,8.29,2.72,5,1,1,0,0,0,0,1,0,1,1,12667.86,95.97,30+,0
635,Zona 18,Apartamento,92,3,2,18,5,1,5.18,3.52,3,3,1,0,0,1,0,1,0,1,1,6841.19,74.36,16-30,0
636,Zona 5,Apartamento,81,3,1,14,6,1,3.97,2.49,1,5,1,1,0,1,0,1,0,0,1,7148.54,88.25,6-15,0
637,Zona 4,Apartamento,91,3,2,22,7,1,2.16,1.35,1,5,1,0,0,0,0,0,1,1,1,8764.17,96.31,16-30,0
638,Zona 9,Apartamento,63,2,1,6,3,1,1.14,0.2,1,5,1,0,0,0,1,0,0,1,1,7575.02,120.24,6-15,0
639,Zona 15,Apartamento,132,5,4,21,6,1,3.02,2.46,3,3,1,0,1,1,0,0,1,1,1,16179.7,122.57,16-30,1
640,Zona 13,Apartamento,101,4,3,14,5,1,3.35,2.47,2,5,1,0,0,0,0,1,0,1,0,10423.02,103.2,6-15,0
641,Zona 15,Apartamento,76,3,2,6,5,1,2.03,3.22,3,3,0,1,1,1,0,0,1,0,1,10280.07,135.26,6-15,1
642,Zona 18,Casa,134,4,3,21,0,0,6.76,3.61,2,2,0,0,0,0,0,1,0,1,0,7940.59,59.26,16-30,0
643,Zona 10,Apartamento,48,2,1,22,16,1,1.23,0.54,4,1,0,0,0,0,0,0,0,1,0,7427.57,154.74,16-30,1
644,Zona 16,Casa,108,3,2,5,0,0,5.1,2.04,3,2,1,1,0,1,0,1,0,0,0,12505.16,115.79,0-5,0
645,Zona 18,Casa,114,3,1,17,0,0,7.11,2.68,3,5,0,0,0,0,0,1,1,2,0,6944.26,60.91,16-30,0
646,Zona 18,Casa,123,4,4,24,0,0,6.32,2.15,5,2,0,0,0,0,0,1,0,0,1,7476.2,60.78,16-30,0
647,Zona 9,Apartamento,77,3,2,5,18,1,0.43,0.56,1,5,1,0,0,1,0,1,0,2,0,9630.66,125.07,0-5,0
648,Zona 15,Casa,116,3,2,13,0,0,1.3,0.26,3,2,1,0,1,1,1,1,1,1,1,14926.61,128.68,6-15,1
649,Zona 9,Apartamento,60,2,2,16,2,1,1.42,2.44,3,1,1,1,0,1,1,1,0,2,1,8423.03,140.38,16-30,0
650,Zona 16,Casa,160,5,5,9,0,0,5.53,3.19,1,4,1,1,0,0,0,1,0,2,1,16442.04,102.76,6-15,0
651,Zona 5,Apartamento,70,2,1,11,4,1,4.08,2.7,5,4,1,0,0,0,0,1,0,1,1,6406.76,91.53,6-15,0
652,Zona 18,Apartamento,94,3,2,11,1,0,5.09,2.47,5,3,0,0,0,0,0,0,1,2,0,6975.07,74.2,6-15,0
653,Carretera al Salvador,Casa,233,6,5,10,0,0,9.19,0.74,4,3,1,0,0,0,0,0,1,2,0,22137.46,95.01,6-15,0
654,Zona 5,Apartamento,101,4,4,13,2,1,3.9,1.0,2,4,1,0,0,1,0,0,0,1,0,8602.52,85.17,6-15,0
655,Zona 10,Apartamento,51,2,2,14,18,1,1.5,2.47,2,3,1,1,1,1,0,0,0,2,1,7974.16,156.36,6-15,1
656,Zona 15,Casa,70,2,2,20,0,0,2.74,3.38,3,1,1,1,1,1,0,0,0,1,1,8984.95,128.36,16-30,1
657,Zona 10,Apartamento,106,4,3,16,5,1,0.31,2.45,1,5,0,1,1,1,0,1,0,1,1,13364.93,126.08,16-30,1
658,Zona 13,Casa,82,2,1,24,0,0,3.12,1.17,3,3,1,1,0,1,0,1,0,1,1,8241.02,100.5,16-30,0
659,Zona 5,Apartamento,87,3,2,22,2,1,4.96,2.81,4,1,0,0,0,1,0,1,1,1,1,7781.63,89.44,16-30,0
660,Zona 4,Apartamento,113,4,3,14,4,1,0.87,3.33,1,4,1,0,1,1,0,1,1,2,1,12410.96,109.83,6-15,0
661,Zona 5,Apartamento,78,3,2,22,8,1,3.7,1.61,4,3,1,0,0,1,0,0,0,1,0,7256.8,93.04,16-30,0
662,Zona 16,Apartamento,89,3,3,19,4,1,5.98,2.89,2,4,1,0,0,0,0,0,0,2,0,9343.85,104.99,16-30,0
663,Carretera al Salvador,Casa,79,2,1,22,0,0,7.44,0.41,3,2,1,0,0,1,1,0,0,1,0,7893.54,99.92,16-30,0
664,Zona 15,Casa,215,6,5,11,0,0,1.14,0.2,5,1,1,0,1,0,0,1,1,1,1,28818.8,134.04,6-15,1
665,Zona 16,Casa,93,3,1,0,0,0,3.67,3.28,4,1,1,0,0,1,0,0,0,1,0,11774.31,126.61,0-5,0
666,Zona 14,Apartamento,40,1,1,0,11,1,0.78,2.52,2,4,1,0,0,1,0,0,0,1,1,6733.36,168.33,0-5,1
667,Zona 4,Apartamento,74,3,2,6,7,1,1.53,1.04,1,5,1,1,1,1,0,0,0,1,1,8386.71,113.33,6-15,0
668,Zona 14,Apartamento,60,2,2,0,18,1,0.53,0.2,1,5,1,0,1,1,0,1,0,1,1,9835.65,163.93,0-5,1
669,Zona 4,Casa,167,5,4,20,0,0,1.23,1.66,2,4,1,0,0,0,1,1,0,2,1,16696.99,99.98,16-30,0
670,Zona 10,Apartamento,52,2,1,15,14,1,1.03,1.81,3,3,0,0,1,0,0,0,0,2,0,7680.87,147.71,6-15,1
671,Zona 15,Apartamento,79,3,2,18,6,1,2.31,1.91,2,4,1,0,1,1,0,0,0,1,0,9814.38,124.23,16-30,1
672,Zona 14,Apartamento,35,1,2,8,12,1,0.48,0.9,5,2,1,1,1,0,0,1,0,0,1,6616.42,189.04,6-15,1
673,Zona 7,Apartamento,93,3,2,20,9,1,5.8,1.46,1,5,0,0,0,0,0,0,0,2,1,6930.0,74.52,16-30,0
674,Zona 10,Apartamento,45,2,2,15,5,1,0.36,2.77,3,2,1,0,0,0,0,1,0,1,0,6595.32,146.56,6-15,1
675,Zona 9,Apartamento,50,2,1,6,16,1,3.05,1.91,3,3,1,0,1,0,0,0,0,1,0,6906.11,138.12,6-15,0
676,Zona 15,Apartamento,81,3,1,15,7,1,3.19,1.75,4,2,1,1,1,1,0,1,1,1,1,11514.79,142.16,6-15,1
677,Zona 4,Casa,102,3,3,24,0,0,1.61,1.07,2,4,1,0,1,0,0,0,0,2,0,10040.29,98.43,16-30,0
678,Zona 18,Casa,108,3,2,25,0,0,6.38,1.7,4,2,1,0,0,0,0,1,0,2,1,7264.08,67.26,16-30,0
679,Zona 14,Apartamento,110,4,3,16,14,1,0.2,1.12,5,1,1,0,1,0,1,1,0,0,1,18729.08,170.26,16-30,1
680,Carretera al Salvador,Casa,170,5,5,8,0,0,7.88,2.63,5,2,0,0,1,1,0,0,0,1,1,18179.85,106.94,6-15,0
681,Zona 13,Apartamento,93,3,2,28,8,1,0.8,0.93,2,4,1,0,0,1,0,1,0,1,0,9711.02,104.42,16-30,0
682,Carretera al Salvador,Casa,144,4,3,27,0,0,7.33,3.91,5,1,1,0,0,1,0,0,1,1,1,13938.02,96.79,16-30,0
683,Zona 7,Apartamento,117,4,3,19,2,1,6.06,2.7,5,1,0,0,0,1,0,1,0,2,0,10024.9,85.68,16-30,0
684,Zona 14,Apartamento,69,2,2,24,2,1,0.2,2.69,5,2,1,1,1,1,0,0,1,1,1,10851.38,157.27,16-30,1
685,Zona 5,Casa,226,6,5,6,0,0,2.89,1.68,3,4,1,1,0,1,0,1,1,1,1,19235.97,85.11,6-15,0
686,Zona 9,Casa,216,6,5,16,0,0,2.56,3.29,4,3,1,0,1,1,0,0,0,2,0,24118.32,111.66,16-30,0
687,Zona 10,Apartamento,59,2,2,16,18,1,2.78,1.26,1,5,1,1,0,0,1,1,0,1,1,8064.0,136.68,16-30,1
688,Zona 16,Apartamento,78,3,2,22,5,1,5.42,2.49,4,2,1,0,0,0,0,1,1,0,0,9376.49,120.21,16-30,0
689,Carretera al Salvador,Casa,164,5,4,13,0,0,9.3,0.75,5,1,1,1,0,0,0,0,0,1,1,17586.23,107.23,6-15,0
690,Zona 10,Apartamento,60,2,1,14,2,1,0.2,0.21,1,4,1,0,0,0,0,1,0,0,0,7774.9,129.58,6-15,1
691,Zona 4,Casa,105,3,3,0,0,0,2.53,2.49,4,2,1,0,0,1,0,1,0,0,1,12453.91,118.61,0-5,0
692,Zona 15,Casa,132,4,4,14,0,0,3.62,2.6,5,1,1,0,0,1,0,1,0,1,1,17254.31,130.71,6-15,1
693,Zona 16,Casa,198,6,5,3,0,0,3.15,3.18,3,3,1,1,0,1,0,1,0,1,1,22748.73,114.89,0-5,0
694,Zona 4,Casa,186,5,3,16,0,0,2.44,2.11,3,2,1,0,0,0,0,0,1,1,0,19337.68,103.97,16-30,0
695,Zona 16,Apartamento,87,3,2,12,8,1,4.69,2.37,5,2,1,0,0,1,0,1,1,1,1,11863.51,136.36,6-15,0
696,Zona 14,Apartamento,78,3,4,27,18,1,2.64,1.7,5,1,1,1,0,1,0,1,0,1,1,12635.69,162.0,16-30,1
697,Zona 10,Apartamento,62,2,1,0,13,1,0.31,2.04,2,4,1,1,0,1,0,1,0,1,1,9598.53,154.82,0-5,1
698,Carretera al Salvador,Apartamento,77,3,3,26,7,1,7.39,3.64,5,1,1,0,1,0,0,1,0,2,0,8559.23,111.16,16-30,0
699,Zona 10,Apartamento,35,1,1,5,18,1,1.15,1.44,4,2,1,0,1,0,0,0,0,0,1,5984.28,170.98,0-5,1
700,Zona 13,Apartamento,107,4,4,4,5,1,3.37,2.07,5,1,1,1,1,1,0,1,0,1,0,14727.83,137.64,0-5,0
701,Zona 4,Casa,93,3,2,18,0,0,2.64,1.4,3,3,1,0,0,1,0,1,0,1,1,10037.42,107.93,16-30,0
702,Zona 9,Apartamento,69,2,1,17,1,1,2.16,0.2,1,5,1,0,1,0,0,0,0,1,0,7192.67,104.24,16-30,0
703,Carretera al Salvador,Apartamento,84,3,2,37,9,1,8.1,1.79,5,2,1,1,0,1,0,1,1,1,1,8624.5,102.67,30+,0
704,Zona 15,Casa,187,5,4,22,0,0,3.27,3.11,4,2,0,1,0,0,0,0,1,1,0,21134.11,113.02,16-30,1
705,Zona 10,Apartamento,67,2,1,22,16,1,0.35,1.05,3,4,1,1,1,0,1,1,0,2,1,9817.41,146.53,16-30,1
706,Zona 15,Casa,108,3,2,13,0,0,2.06,2.93,2,3,1,1,0,0,0,1,0,0,1,12337.82,114.24,6-15,1
707,Zona 14,Apartamento,103,4,3,0,2,1,0.92,1.46,3,3,1,0,1,1,0,0,0,1,1,16390.41,159.13,0-5,1
708,Zona 10,Apartamento,66,2,1,24,17,1,1.0,0.2,3,5,1,0,0,0,0,0,0,1,1,8785.14,133.11,16-30,1
709,Zona 10,Apartamento,105,4,3,15,2,1,1.81,1.66,3,2,1,1,0,1,1,0,1,2,1,15362.49,146.31,6-15,1
710,Zona 14,Apartamento,70,2,1,2,5,1,3.48,2.51,2,2,1,0,1,1,0,1,0,0,0,11065.27,158.08,0-5,1
711,Zona 4,Apartamento,74,3,2,16,5,1,2.08,0.38,3,4,0,0,1,0,0,0,0,1,1,8515.44,115.07,16-30,0
712,Zona 9,Apartamento,64,2,2,16,10,1,1.03,0.4,1,5,1,0,1,1,0,0,1,2,0,7924.05,123.81,16-30,0
713,Zona 10,Apartamento,58,2,1,11,5,1,2.57,1.88,4,1,1,1,1,0,0,1,0,1,0,9491.48,163.65,6-15,1
714,Zona 5,Apartamento,39,1,1,4,1,0,4.62,1.08,3,3,1,0,0,1,0,0,1,0,1,3952.11,101.34,0-5,0
715,Zona 4,Apartamento,104,4,3,31,8,1,1.61,1.17,3,3,1,1,1,0,0,1,0,1,0,11359.35,109.22,30+,0
716,Zona 15,Casa,174,5,4,20,0,0,2.07,1.3,1,5,1,1,0,1,0,0,0,1,1,17516.22,100.67,16-30,1
717,Zona 9,Apartamento,87,3,2,12,11,1,2.56,2.66,4,1,1,0,1,1,0,1,0,0,0,11669.82,134.14,6-15,0
718,Zona 18,Apartamento,85,3,2,23,5,1,4.95,2.58,4,2,1,0,0,1,0,0,1,2,0,6406.8,75.37,16-30,0
719,Carretera al Salvador,Casa,135,4,3,33,0,0,8.14,0.89,3,3,1,0,1,1,0,1,0,1,1,11633.38,86.17,30+,0
720,Zona 4,Apartamento,64,2,2,29,4,1,1.56,0.54,2,4,1,0,1,1,0,1,0,2,0,7049.23,110.14,16-30,0
721,Zona 7,Casa,178,5,4,16,0,0,4.16,1.15,2,3,1,0,0,1,0,1,0,1,0,12974.7,72.89,16-30,0
722,Zona 14,Apartamento,82,3,2,6,5,1,0.89,1.1,3,2,1,0,1,0,0,0,0,2,0,13303.24,162.23,6-15,1
723,Zona 9,Apartamento,68,2,2,22,18,1,0.93,0.96,3,3,1,1,1,0,0,1,0,2,1,8482.35,124.74,16-30,0
724,Zona 10,Casa,152,4,3,23,0,0,0.2,2.93,2,3,1,1,0,0,0,1,0,1,1,17608.88,115.85,16-30,1
725,Zona 5,Apartamento,59,2,1,25,4,1,2.87,3.71,5,1,1,0,0,0,0,1,1,1,0,5822.26,98.68,16-30,0
726,Zona 9,Apartamento,58,2,2,11,18,1,1.12,2.64,4,3,1,0,1,1,0,1,0,1,1,8078.63,139.29,6-15,0
727,Carretera al Salvador,Casa,163,5,4,28,0,0,9.57,1.71,3,2,1,0,0,1,0,1,0,2,1,14847.84,91.09,16-30,0
728,Carretera al Salvador,Apartamento,59,2,2,7,4,1,9.17,1.24,1,5,0,0,1,1,0,1,0,1,0,5785.14,98.05,6-15,0
729,Zona 10,Apartamento,58,2,1,25,15,1,1.42,1.02,3,1,1,0,1,0,0,1,1,1,0,8564.12,147.66,16-30,1
730,Zona 9,Apartamento,52,2,2,6,15,1,0.41,0.64,1,4,1,0,1,0,0,0,0,0,1,6210.29,119.43,6-15,0
731,Zona 15,Apartamento,62,2,1,27,10,1,2.62,3.52,5,1,0,0,1,0,0,1,0,1,0,8632.66,139.24,16-30,1
732,Zona 18,Apartamento,75,3,2,20,8,1,6.34,3.05,1,5,0,0,0,1,0,1,0,2,0,4736.46,63.15,16-30,0
733,Zona 4,Apartamento,94,3,2,28,7,1,1.57,1.2,2,4,1,0,1,1,0,0,0,1,0,9512.64,101.2,16-30,0
734,Zona 18,Apartamento,108,4,2,21,9,1,5.27,2.1,5,1,1,0,1,0,0,0,0,1,1,8468.93,78.42,16-30,0
735,Zona 7,Casa,173,5,4,23,0,0,3.8,1.24,3,3,0,0,0,1,0,1,1,0,0,12116.84,70.04,16-30,0
736,Zona 4,Apartamento,118,4,2,29,2,1,2.89,0.5,3,2,1,0,0,1,1,0,1,1,0,12270.47,103.99,16-30,0
737,Zona 10,Apartamento,79,3,3,8,13,1,2.04,0.26,4,3,1,0,1,1,1,0,1,0,1,12776.83,161.73,6-15,1
738,Zona 18,Casa,183,5,4,27,0,0,7.18,1.13,2,3,1,0,0,1,0,1,1,1,0,10507.14,57.42,16-30,0
739,Zona 13,Casa,130,4,3,11,0,0,1.4,3.02,1,5,1,1,1,0,0,1,0,0,0,12308.52,94.68,6-15,0
740,Zona 7,Casa,166,5,4,23,0,0,3.53,3.34,3,4,0,0,0,0,0,0,0,1,1,10791.19,65.01,16-30,0
741,Zona 10,Apartamento,66,2,1,29,5,1,2.59,1.31,2,4,1,0,1,1,1,1,0,1,0,8653.88,131.12,16-30,1
742,Zona 14,Casa,116,3,3,5,0,0,3.03,1.25,3,4,1,1,1,1,0,0,0,2,1,17027.87,146.79,0-5,1
743,Carretera al Salvador,Casa,113,3,2,13,0,0,8.7,2.11,4,2,1,0,0,0,0,0,1,1,0,11249.72,99.56,6-15,0
744,Zona 15,Apartamento,92,3,3,17,1,1,3.4,3.34,4,3,0,0,1,1,0,0,1,1,1,11866.14,128.98,16-30,1
745,Zona 5,Apartamento,82,3,2,3,9,1,2.99,2.55,5,3,1,0,0,1,1,1,0,0,1,8813.87,107.49,0-5,0
746,Zona 4,Apartamento,77,3,2,4,6,1,1.52,0.2,2,4,1,1,1,1,0,0,0,1,1,9559.05,124.14,0-5,0
747,Zona 14,Apartamento,54,2,1,15,17,1,0.24,1.21,4,2,1,0,1,0,0,0,1,0,1,9042.9,167.46,6-15,1
748,Carretera al Salvador,Apartamento,83,3,2,24,2,1,9.73,1.04,4,3,0,0,1,0,0,0,1,1,0,8115.14,97.77,16-30,0
749,Zona 5,Apartamento,88,3,3,20,9,1,4.83,0.73,5,2,1,0,0,1,0,1,1,1,1,8742.92,99.35,16-30,0
750,Zona 10,Casa,121,3,2,6,0,0,0.2,0.47,5,1,1,0,0,0,1,0,0,1,1,18310.01,151.32,6-15,1
751,Zona 9,Apartamento,51,2,1,18,6,1,1.4,2.18,2,4,1,1,1,0,0,1,0,1,1,6276.9,123.08,16-30,0
752,Carretera al Salvador,Casa,178,5,4,25,0,0,8.27,1.82,1,5,0,0,0,1,0,0,0,0,1,13293.04,74.68,16-30,0
753,Zona 4,Apartamento,108,4,3,34,1,1,2.87,2.01,1,5,0,0,0,1,1,0,0,0,1,9227.81,85.44,30+,0
754,Zona 18,Apartamento,90,3,3,17,7,1,5.13,1.7,4,2,0,0,0,0,0,0,1,0,0,6365.82,70.73,16-30,0
755,Zona 15,Apartamento,83,3,2,17,3,0,1.84,3.27,2,5,1,1,1,1,0,1,0,0,1,9686.65,116.71,16-30,1
756,Carretera al Salvador,Casa,205,6,5,17,0,0,8.32,2.23,5,1,1,0,0,1,0,0,0,1,1,20939.77,102.15,16-30,0
757,Carretera al Salvador,Casa,90,3,3,11,0,0,7.99,1.95,4,3,1,0,0,0,0,0,1,1,1,9504.11,105.6,6-15,0
758,Zona 9,Apartamento,60,2,2,13,11,1,1.72,0.2,1,4,0,1,0,1,0,1,1,1,1,7684.13,128.07,6-15,0
759,Zona 7,Casa,102,3,2,22,0,0,4.14,0.57,3,4,1,1,0,0,0,0,0,1,1,7730.41,75.79,16-30,0
760,Zona 9,Apartamento,63,2,2,25,7,1,2.58,0.82,3,4,1,0,0,0,0,1,0,0,1,6714.07,106.57,16-30,0
761,Zona 14,Apartamento,80,3,2,22,5,1,0.2,0.2,4,1,1,1,1,1,1,1,0,1,0,13488.36,168.6,16-30,1
762,Zona 14,Apartamento,90,3,1,10,14,1,0.99,1.74,2,4,1,1,1,1,0,1,0,1,1,13254.78,147.28,6-15,1
763,Zona 7,Casa,72,2,1,9,0,0,4.83,2.27,3,2,1,0,1,0,0,0,0,0,1,5755.57,79.94,6-15,0
764,Zona 18,Casa,112,3,2,16,0,0,4.62,2.09,1,5,1,0,0,0,0,0,1,0,1,6163.91,55.03,16-30,0
765,Zona 10,Apartamento,116,4,3,13,16,1,0.21,2.35,1,5,1,1,1,1,0,1,0,1,0,15575.76,134.27,6-15,1
766,Zona 14,Apartamento,45,2,2,7,10,1,0.2,0.71,2,5,1,0,1,0,0,0,0,1,0,6909.41,153.54,6-15,1
767,Zona 10,Apartamento,68,2,1,12,6,1,0.59,0.88,4,4,1,1,0,0,1,1,0,0,1,10116.26,148.77,6-15,1
768,Zona 15,Casa,190,5,5,25,0,0,2.71,3.28,3,4,1,1,1,0,0,1,0,2,1,20236.72,106.51,16-30,1
769,Zona 7,Apartamento,39,1,1,3,1,0,5.19,2.41,4,2,1,0,0,1,0,1,0,1,0,4011.77,102.87,0-5,0
770,Zona 10,Casa,103,3,2,3,0,0,2.03,1.57,3,1,1,0,1,1,1,0,0,1,1,15273.97,148.29,0-5,1
771,Zona 10,Apartamento,65,2,1,30,3,1,1.76,2.68,2,5,1,0,1,1,0,1,0,2,0,7528.21,115.82,16-30,1
772,Zona 9,Casa,78,2,1,27,0,0,0.57,0.96,3,2,1,0,0,1,0,1,0,1,0,8347.81,107.02,16-30,0
773,Zona 16,Casa,158,5,4,19,0,0,4.63,2.35,5,1,1,0,0,1,0,1,1,2,0,18618.14,117.84,16-30,0
774,Zona 10,Apartamento,85,3,2,7,12,1,1.64,0.91,3,4,1,0,1,1,0,1,0,1,1,12986.94,152.79,6-15,1
775,Zona 16,Apartamento,57,2,1,17,9,1,3.81,2.2,5,1,1,1,0,1,0,0,0,1,0,7836.96,137.49,16-30,0
776,Zona 10,Apartamento,77,3,2,10,3,1,0.4,2.23,2,4,1,1,0,1,0,0,0,1,1,10615.14,137.86,6-15,1
